,origin,age,gender,education,job_title,coding_experience,salary,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7
1394,2613,60-69,Woman,Master’s degree,Product/Project Manager,1-2 years,"70,000-79,999",,,,1,,,
1396,2616,25-29,Man,Bachelor’s degree,Data Analyst,1-2 years,$0-999,,,,,,,None of these activities are an important part of my role at work
1397,2620,30-34,Man,Doctoral degree,Data Scientist,10-20 years,"100,000-124,999",,"1",1,1,1,,
1399,2622,18-21,Man,Bachelor’s degree,Data Scientist,< 1 years,$0-999,1,"1",1,1,1,,
1400,2624,25-29,Man,Bachelor’s degree,Product/Project Manager,< 1 years,"10,000-14,999",1,,,,,,
1401,2625,25-29,Man,Bachelor’s degree,Data Engineer,5-10 years,"25,000-29,999",1,"1",1,,,,
1402,2626,30-34,Man,Master’s degree,Data Scientist,10-20 years,"30,000-39,999",1,,1,1,1,,
1403,2627,40-44,Man,Master’s degree,Data Scientist,10-20 years,"15,000-19,999",1,"1",1,,,1,
1404,2629,22-24,Man,Master’s degree,Machine Learning Engineer,< 1 years,"5,000-7,499",,,1,,1,1,
1405,2630,22-24,Man,Master’s degree,Machine Learning Engineer,3-5 years,$0-999,,,,,,,
1406,2631,25-29,Man,Master’s degree,Data Scientist,1-2 years,"30,000-39,999",1,,1,,1,,
1407,2633,22-24,Man,Bachelor’s degree,Software Engineer,1-2 years,$0-999,,,,,,,None of these activities are an important part of my role at work
1408,2634,25-29,Man,Bachelor’s degree,Software Engineer,3-5 years,$0-999,1,,1,1,,,
1409,2635,35-39,Man,Master’s degree,Data Analyst,1-2 years,"1,000-1,999",1,"1",,,,,
1410,2637,30-34,Man,Master’s degree,Data Scientist,5-10 years,"60,000-69,999",1,"1",1,1,1,,
1412,2639,50-54,Man,Doctoral degree,Data Scientist,10-20 years,"25,000-29,999",,,,,1,,
1413,2640,30-34,Man,Professional degree,Data Scientist,3-5 years,"2,000-2,999",,,,,,1,
1414,2641,25-29,Man,Master’s degree,Software Engineer,< 1 years,$0-999,,,1,,,,
1415,2642,30-34,Man,Bachelor’s degree,Data Scientist,5-10 years,"100,000-124,999",1,,1,,,,
1416,2645,45-49,Man,Master’s degree,Data Scientist,10-20 years,"200,000-249,999",1,"1",1,1,1,1,
1418,2648,25-29,Man,Bachelor’s degree,Machine Learning Engineer,3-5 years,"4,000-4,999",1,"1",1,1,,1,
1419,2649,45-49,Man,Bachelor’s degree,Software Engineer,10-20 years,"90,000-99,999",1,"1",,,,,
1420,2650,22-24,Man,Master’s degree,Data Scientist,3-5 years,"70,000-79,999",,,1,,1,,
1421,2651,22-24,Man,Doctoral degree,Machine Learning Engineer,3-5 years,"1,000-1,999",,,1,,,,
1422,2652,30-34,Man,Master’s degree,Software Engineer,10-20 years,"10,000-14,999",,,,,,,None of these activities are an important part of my role at work
1423,2653,40-44,Woman,Professional degree,Business Analyst,3-5 years,"25,000-29,999",1,"1",1,,,,
1424,2654,22-24,Man,Bachelor’s degree,Machine Learning Engineer,1-2 years,$0-999,,,,,1,,
1425,2656,25-29,Man,Bachelor’s degree,Data Analyst,3-5 years,"3,000-3,999",1,,1,,,,
1426,2658,25-29,Man,Master’s degree,Data Scientist,1-2 years,"7,500-9,999",1,"1",,1,1,1,
1427,2664,35-39,Man,Bachelor’s degree,Data Scientist,I have never written code,$0-999,,,,,,,None of these activities are an important part of my role at work
1428,2665,30-34,Man,Master’s degree,Data Engineer,5-10 years,"25,000-29,999",1,"1",,,,,
1429,2666,22-24,Woman,Master’s degree,Machine Learning Engineer,< 1 years,"1,000-1,999",1,,,,,,
1431,2675,30-34,Man,Doctoral degree,Research Scientist,3-5 years,"10,000-14,999",,,,1,,,
1432,2679,55-59,Man,Master’s degree,Machine Learning Engineer,3-5 years,"50,000-59,999",1,,1,,1,,
1433,2681,35-39,Man,Master’s degree,Business Analyst,5-10 years,"90,000-99,999",1,"1",,1,,,
1434,2683,45-49,Man,Bachelor’s degree,Data Scientist,3-5 years,"90,000-99,999",1,,,1,1,,
1435,2685,25-29,Man,Professional degree,Data Scientist,1-2 years,"3,000-3,999",,,,,1,,
1436,2686,40-44,Man,Master’s degree,Software Engineer,10-20 years,"40,000-49,999",,,,,,,None of these activities are an important part of my role at work
1437,2689,35-39,Woman,Bachelor’s degree,Data Scientist,1-2 years,"3,000-3,999",1,"1",,,,,
1438,2690,25-29,Man,I prefer not to answer,Data Scientist,1-2 years,$0-999,,,1,,1,1,
1439,2691,35-39,Man,Master’s degree,Product/Project Manager,3-5 years,"70,000-79,999",,,,,,,None of these activities are an important part of my role at work
1440,2692,25-29,Man,Master’s degree,Data Scientist,3-5 years,"30,000-39,999",1,,1,1,1,,
1441,2695,22-24,Man,Master’s degree,Data Analyst,1-2 years,"10,000-14,999",1,"1",,,,,
1442,2696,50-54,Man,Master’s degree,Software Engineer,20+ years,"100,000-124,999",,,,,,,None of these activities are an important part of my role at work
1443,2698,55-59,Man,Doctoral degree,Data Scientist,20+ years,"150,000-199,999",1,"1",1,,1,,
1448,2708,50-54,Man,Master’s degree,Research Scientist,3-5 years,"40,000-49,999",1,,,,,,
1449,2710,55-59,Man,Bachelor’s degree,Business Analyst,1-2 years,"40,000-49,999",1,,1,,,,
1450,2711,35-39,Man,Doctoral degree,Machine Learning Engineer,10-20 years,"2,000-2,999",1,,,,1,,
1452,2713,30-34,Man,Bachelor’s degree,Data Scientist,3-5 years,"4,000-4,999",1,"1",1,1,1,,
1453,2714,25-29,Woman,Master’s degree,Data Analyst,1-2 years,"1,000-1,999",,,,,,,None of these activities are an important part of my role at work
1454,2716,60-69,Man,Some college/university study without earning a bachelor’s degree,Product/Project Manager,20+ years,"4,000-4,999",,,,,,,None of these activities are an important part of my role at work
1455,2720,50-54,Woman,Master’s degree,Data Scientist,20+ years,"150,000-199,999",1,,1,,1,,
1457,2722,30-34,Man,I prefer not to answer,Data Scientist,3-5 years,"90,000-99,999",1,,1,1,,,
1458,2724,30-34,Man,Master’s degree,Data Scientist,5-10 years,"20,000-24,999",1,,,,1,,
1459,2726,35-39,Man,Master’s degree,Product/Project Manager,I have never written code,"50,000-59,999",1,,,,,,
1460,2727,40-44,Man,Doctoral degree,Research Scientist,20+ years,"100,000-124,999",,,,,1,1,
1462,2732,40-44,Woman,Master’s degree,Software Engineer,10-20 years,"2,000-2,999",,,,,,,None of these activities are an important part of my role at work
1464,2734,40-44,Man,Master’s degree,Data Analyst,5-10 years,"1,000-1,999",1,"1",,,,,
1465,2735,55-59,Man,I prefer not to answer,Research Scientist,10-20 years,"4,000-4,999",1,"1",,,,1,
1466,2736,60-69,Man,Doctoral degree,Statistician,20+ years,$0-999,,,,,,,None of these activities are an important part of my role at work
1467,2737,30-34,Man,Bachelor’s degree,Data Engineer,< 1 years,"10,000-14,999",1,,,,,,
1468,2738,22-24,Woman,Bachelor’s degree,Data Scientist,< 1 years,$0-999,1,"1",,,,1,
1469,2739,25-29,Man,Bachelor’s degree,Data Analyst,1-2 years,$0-999,1,"1",,1,,,
1470,2741,45-49,Man,Master’s degree,Software Engineer,10-20 years,"100,000-124,999",,,1,,,,
1471,2742,50-54,Man,Master’s degree,Data Engineer,20+ years,"50,000-59,999",1,"1",1,1,1,,
1472,2743,35-39,Man,Bachelor’s degree,Data Scientist,10-20 years,"100,000-124,999",1,,1,1,1,,
1473,2744,30-34,Man,Master’s degree,Product/Project Manager,< 1 years,$0-999,,,,,,,
1474,2746,25-29,Man,Master’s degree,Data Scientist,5-10 years,"10,000-14,999",1,,1,,,,
1475,2747,25-29,Woman,Master’s degree,Machine Learning Engineer,1-2 years,"1,000-1,999",,,,1,1,,
1476,2749,25-29,Man,Bachelor’s degree,Machine Learning Engineer,3-5 years,"10,000-14,999",,,,1,1,1,
1477,2750,22-24,Man,Bachelor’s degree,Software Engineer,5-10 years,"3,000-3,999",,"1",1,1,1,1,
1481,2760,30-34,Woman,Master’s degree,Data Scientist,3-5 years,"100,000-124,999",1,"1",1,,1,,
1482,2762,25-29,Man,Master’s degree,Data Analyst,3-5 years,"3,000-3,999",1,"1",,,,,
1483,2763,60-69,Man,No formal education past high school,Research Scientist,20+ years,$0-999,,,,,,1,
1484,2765,50-54,Man,Doctoral degree,Research Scientist,20+ years,"50,000-59,999",1,"1",1,1,1,1,
1485,2770,30-34,Man,Bachelor’s degree,Data Scientist,1-2 years,$0-999,,,,,,,None of these activities are an important part of my role at work
1486,2771,25-29,Man,Master’s degree,Data Scientist,3-5 years,"40,000-49,999",1,"1",1,1,1,1,
1487,2772,25-29,Man,Master’s degree,Data Scientist,5-10 years,"25,000-29,999",1,,1,1,1,1,
1488,2775,25-29,Man,Bachelor’s degree,Machine Learning Engineer,5-10 years,"100,000-124,999",,"1",,1,1,,
1489,2777,55-59,Man,Bachelor’s degree,Statistician,3-5 years,$0-999,,,,,,,None of these activities are an important part of my role at work
1490,2778,30-34,Woman,Master’s degree,Data Analyst,I have never written code,"50,000-59,999",,,,,,,None of these activities are an important part of my role at work
1492,2783,45-49,Man,I prefer not to answer,DBA/Database Engineer,10-20 years,"1,000-1,999",1,,,,,,
1493,2786,50-54,Man,Bachelor’s degree,Software Engineer,10-20 years,"10,000-14,999",1,,,,,1,
1495,2789,35-39,Man,Some college/university study without earning a bachelor’s degree,Software Engineer,3-5 years,"90,000-99,999",,,,,,,None of these activities are an important part of my role at work
1496,2791,25-29,Man,Professional degree,Machine Learning Engineer,3-5 years,"1,000-1,999",1,,,,1,1,
1497,2792,30-34,Woman,Professional degree,Data Scientist,1-2 years,"50,000-59,999",1,"1",1,,,,
1498,2793,30-34,Woman,Master’s degree,Data Analyst,1-2 years,"80,000-89,999",1,,,,,,
1499,2794,30-34,Man,Some college/university study without earning a bachelor’s degree,Data Analyst,I have never written code,$0-999,,"1",,,,,
1500,2796,22-24,Man,Bachelor’s degree,Software Engineer,1-2 years,"4,000-4,999",,"1",,,1,,
1501,2799,40-44,Man,Doctoral degree,Research Scientist,< 1 years,"50,000-59,999",1,"1",,,,,
1502,2800,22-24,Man,Bachelor’s degree,Software Engineer,5-10 years,"100,000-124,999",1,"1",1,1,1,1,
1503,2801,25-29,Man,Master’s degree,Software Engineer,10-20 years,"60,000-69,999",,,,,,,None of these activities are an important part of my role at work
1504,2803,35-39,Man,Master’s degree,Business Analyst,5-10 years,"60,000-69,999",,,1,,,,
1505,2804,25-29,Man,Bachelor’s degree,Data Scientist,3-5 years,"1,000-1,999",1,,1,,,1,
1506,2806,35-39,Man,Master’s degree,Data Scientist,1-2 years,"25,000-29,999",,,,1,,,
1507,2808,60-69,Man,Master’s degree,Machine Learning Engineer,20+ years,$0-999,,"1",1,,,1,
1508,2817,40-44,Man,Master’s degree,Product/Project Manager,10-20 years,"150,000-199,999",1,"1",1,1,1,1,
1509,2819,60-69,Man,Doctoral degree,Data Scientist,20+ years,"80,000-89,999",1,,1,1,,,
1510,2821,50-54,Woman,Doctoral degree,Product/Project Manager,10-20 years,"150,000-199,999",,"1",1,1,1,,
1511,2822,25-29,Man,Doctoral degree,Data Engineer,5-10 years,"1,000-1,999",1,"1",,,,,
1512,2823,25-29,Woman,Master’s degree,Machine Learning Engineer,3-5 years,"2,000-2,999",,,,1,1,,
1513,2826,30-34,Man,Master’s degree,Data Scientist,3-5 years,"10,000-14,999",1,,1,,,1,
1515,2831,22-24,Man,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-2 years,"5,000-7,499",,"1",,,1,,
1516,2832,22-24,Woman,Bachelor’s degree,Business Analyst,< 1 years,"7,500-9,999",,"1",,,,,
1517,2833,50-54,Man,Master’s degree,Product/Project Manager,10-20 years,"50,000-59,999",,,,,,1,
1519,2835,60-69,Woman,Doctoral degree,Statistician,20+ years,"200,000-249,999",,,,,,1,
1520,2838,40-44,Man,Doctoral degree,Software Engineer,1-2 years,"15,000-19,999",,,,,,1,
1521,2839,40-44,Man,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,10-20 years,"125,000-149,999",1,,1,,,1,
1522,2840,25-29,Man,Master’s degree,Software Engineer,5-10 years,"40,000-49,999",,,,,,,None of these activities are an important part of my role at work
1523,2841,45-49,Man,Master’s degree,Data Analyst,3-5 years,"200,000-249,999",1,,,,,,
1524,2844,30-34,Woman,Bachelor’s degree,Product/Project Manager,3-5 years,"40,000-49,999",,,,,,,None of these activities are an important part of my role at work
1525,2847,35-39,Woman,Master’s degree,Research Scientist,10-20 years,$0-999,,,,,,1,
1526,2848,45-49,Man,Master’s degree,Product/Project Manager,5-10 years,"25,000-29,999",1,,,,,,
1527,2849,25-29,Woman,Master’s degree,Data Analyst,1-2 years,"40,000-49,999",1,,,,,,
1528,2852,50-54,Man,Doctoral degree,Data Scientist,20+ years,"40,000-49,999",1,"1",,,1,1,
1529,2855,70+,Man,Master’s degree,Statistician,20+ years,"100,000-124,999",1,,1,,1,,
1530,2857,22-24,Woman,Bachelor’s degree,Data Scientist,1-2 years,$0-999,1,,,1,1,,
1531,2858,60-69,Man,Master’s degree,Business Analyst,20+ years,"60,000-69,999",1,"1",1,,,,
1533,2860,30-34,Man,Master’s degree,Data Engineer,5-10 years,"3,000-3,999",1,"1",1,1,1,1,
1534,2861,22-24,Man,Bachelor’s degree,Software Engineer,5-10 years,"5,000-7,499",1,"1",,1,,1,
1535,2862,30-34,Woman,Master’s degree,Data Engineer,5-10 years,"125,000-149,999",1,"1",1,,,,
1536,2864,25-29,Man,Master’s degree,Data Analyst,1-2 years,"5,000-7,499",1,,,1,1,1,
1537,2866,30-34,Man,Master’s degree,Data Scientist,1-2 years,"4,000-4,999",,"1",,1,,1,
1538,2868,25-29,Man,Bachelor’s degree,Data Scientist,3-5 years,"4,000-4,999",,"1",,1,1,1,
1539,2869,25-29,Man,Some college/university study without earning a bachelor’s degree,Data Scientist,1-2 years,"1,000-1,999",1,"1",1,1,1,1,
1540,2870,22-24,Man,Bachelor’s degree,Software Engineer,1-2 years,"3,000-3,999",,,1,1,,1,
1541,2872,30-34,Man,Master’s degree,Data Scientist,5-10 years,"100,000-124,999",1,,1,,1,,
1542,2873,45-49,Man,Doctoral degree,Research Scientist,20+ years,"100,000-124,999",,,,,1,1,
1543,2874,40-44,Man,Doctoral degree,Research Scientist,3-5 years,"10,000-14,999",,,,,,,None of these activities are an important part of my role at work
1544,2876,35-39,Man,Bachelor’s degree,Data Analyst,5-10 years,"15,000-19,999",1,"1",,,,,
1545,2879,25-29,Man,I prefer not to answer,Software Engineer,3-5 years,"3,000-3,999",,,,,,,None of these activities are an important part of my role at work
1546,2880,35-39,Man,Master’s degree,Data Engineer,3-5 years,"90,000-99,999",1,"1",,,,,
1547,2881,40-44,Man,Doctoral degree,Statistician,20+ years,"200,000-249,999",1,,1,,1,1,
1548,2887,35-39,Man,Master’s degree,Machine Learning Engineer,< 1 years,"30,000-39,999",,,1,1,,,
1549,2888,30-34,Man,Doctoral degree,Data Scientist,10-20 years,"150,000-199,999",1,,1,,1,,
1551,2890,45-49,Man,Master’s degree,Data Scientist,10-20 years,"2,000-2,999",1,"1",1,1,1,1,
1552,2891,45-49,Man,Bachelor’s degree,Software Engineer,20+ years,"40,000-49,999",,,,,,1,
1553,2892,45-49,Man,Master’s degree,Software Engineer,20+ years,"4,000-4,999",,,1,1,,,
1555,2897,30-34,Man,Master’s degree,Data Analyst,1-2 years,"40,000-49,999",,,,1,,,
1556,2898,30-34,Man,Master’s degree,Data Analyst,1-2 years,"30,000-39,999",1,,1,1,,,
1557,2905,30-34,Man,Master’s degree,Data Analyst,5-10 years,"30,000-39,999",1,"1",,,,,
1558,2908,50-54,Man,Master’s degree,Data Scientist,10-20 years,"150,000-199,999",1,,1,1,1,,
1559,2911,35-39,Woman,Doctoral degree,Research Scientist,10-20 years,"1,000-1,999",,,,1,1,1,
1560,2914,50-54,Man,Master’s degree,Data Scientist,20+ years,"10,000-14,999",1,"1",,1,,,
1561,2915,25-29,Man,Master’s degree,Data Scientist,< 1 years,"80,000-89,999",1,"1",,1,1,1,
1562,2918,30-34,Man,Professional degree,Research Scientist,3-5 years,"4,000-4,999",,,,,,,
1563,2920,30-34,Man,Bachelor’s degree,Software Engineer,5-10 years,"50,000-59,999",,,,,,,None of these activities are an important part of my role at work
1564,2924,18-21,Man,Bachelor’s degree,Software Engineer,< 1 years,$0-999,1,"1",1,1,1,1,
1568,2933,45-49,Man,Master’s degree,Research Scientist,I have never written code,$0-999,,,,,,,None of these activities are an important part of my role at work
1569,2935,25-29,Woman,Bachelor’s degree,Data Engineer,5-10 years,"10,000-14,999",1,,,,,,
1570,2938,40-44,Man,Bachelor’s degree,Software Engineer,3-5 years,"40,000-49,999",,"1",,,,,
1571,2940,45-49,Woman,Master’s degree,Business Analyst,10-20 years,$0-999,,,,,,,None of these activities are an important part of my role at work
1572,2941,25-29,Man,Bachelor’s degree,Software Engineer,3-5 years,"60,000-69,999",,,,,,,None of these activities are an important part of my role at work
1573,2942,50-54,Man,Professional degree,Business Analyst,10-20 years,"100,000-124,999",1,,1,,1,,
1574,2944,45-49,Man,Doctoral degree,Machine Learning Engineer,3-5 years,"3,000-3,999",1,"1",1,1,1,1,
1575,2946,45-49,Man,Bachelor’s degree,Data Engineer,1-2 years,"50,000-59,999",,,,,,,None of these activities are an important part of my role at work
1576,2947,25-29,Woman,Master’s degree,Data Scientist,5-10 years,"80,000-89,999",,,1,1,,,
1577,2950,22-24,Woman,Master’s degree,Machine Learning Engineer,3-5 years,$0-999,,,,1,,,
1578,2951,22-24,Man,Master’s degree,Statistician,3-5 years,"50,000-59,999",1,,,,,,
1579,2952,22-24,Man,Bachelor’s degree,Business Analyst,3-5 years,"20,000-24,999",1,,1,,1,,
1580,2953,35-39,Man,Master’s degree,Software Engineer,10-20 years,"50,000-59,999",,,,1,,,
1582,2955,35-39,Man,Doctoral degree,Data Scientist,5-10 years,"80,000-89,999",1,"1",1,,,,
1583,2956,30-34,Man,Master’s degree,Data Scientist,5-10 years,"150,000-199,999",,,,1,1,,
1584,2958,40-44,Man,Master’s degree,Data Scientist,5-10 years,"100,000-124,999",1,"1",1,1,1,,
1585,2960,25-29,Man,Master’s degree,Machine Learning Engineer,< 1 years,$0-999,,,,,,,None of these activities are an important part of my role at work
1586,2966,45-49,Woman,Master’s degree,Data Analyst,3-5 years,$0-999,1,,,,1,1,
1587,2968,30-34,Man,Doctoral degree,Data Scientist,5-10 years,"70,000-79,999",1,"1",1,1,,,
1588,2969,30-34,Man,Doctoral degree,Data Scientist,3-5 years,"100,000-124,999",1,,1,,,,
1589,2970,35-39,Man,Master’s degree,Statistician,I have never written code,"7,500-9,999",1,,,,,,
1590,2973,35-39,Man,Doctoral degree,Data Engineer,10-20 years,"100,000-124,999",,,1,,,,
1591,2974,30-34,Man,Bachelor’s degree,Data Scientist,10-20 years,"125,000-149,999",1,,1,1,1,,
1592,2975,40-44,Woman,Master’s degree,Software Engineer,20+ years,$0-999,1,"1",,1,1,1,
1593,2978,22-24,Man,Master’s degree,Data Scientist,3-5 years,$0-999,,,,,,,None of these activities are an important part of my role at work
1594,2979,25-29,Man,Bachelor’s degree,Data Scientist,5-10 years,"80,000-89,999",1,"1",1,,1,,
1595,2987,60-69,Man,Master’s degree,Data Engineer,20+ years,"70,000-79,999",1,,,,,,
1596,2989,40-44,Man,Master’s degree,Software Engineer,20+ years,"30,000-39,999",,,,,,,None of these activities are an important part of my role at work
1597,2995,35-39,Man,Master’s degree,Research Scientist,10-20 years,$0-999,,,1,1,,,
1598,2998,25-29,Woman,Master’s degree,Data Analyst,1-2 years,$0-999,1,,,1,,1,
1599,3006,45-49,Man,Professional degree,Data Analyst,< 1 years,$0-999,1,,,,,,
1600,3011,40-44,Man,Doctoral degree,Statistician,1-2 years,"4,000-4,999",1,,,,,,
1601,3013,25-29,Man,Bachelor’s degree,Machine Learning Engineer,5-10 years,"25,000-29,999",,"1",1,1,1,,
1602,3014,22-24,Man,Doctoral degree,Research Scientist,1-2 years,"1,000-1,999",,,,,,,
1603,3018,30-34,Man,Bachelor’s degree,Data Engineer,1-2 years,"30,000-39,999",1,"1",,,,,
1604,3023,22-24,Man,Bachelor’s degree,Statistician,< 1 years,$0-999,1,"1",,,,1,
1607,3030,30-34,Man,Some college/university study without earning a bachelor’s degree,Data Engineer,1-2 years,$0-999,,,,1,1,,
1608,3032,25-29,Man,Master’s degree,Data Scientist,1-2 years,"90,000-99,999",1,,1,,,,
1609,3033,35-39,Man,Bachelor’s degree,Machine Learning Engineer,5-10 years,"30,000-39,999",1,"1",1,1,1,,
